MAG	MiDAS4_tax	MiDAS_core_species	Exopolysaccharide	Query	Function	Target_CDS	Percent_id
Rand_18-Q3-R56-63_BAT3C.341	d:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Micavibrionales;f:Micavibrionaceae;g:midas_g_2943;s:midas_s_2943;	No	Alginate	algX	Modification	Rand_18-Q3-R56-63_BAT3C.341_02406	26.273
Rand_18-Q3-R56-63_MAXAC.170	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:SC-I-84;g:midas_g_1341;	No	Cellulose 1	bcsAI	Synthase	Rand_18-Q3-R56-63_MAXAC.170_03451	21.296
Rand_18-Q3-R56-63_MAXAC.170	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:SC-I-84;g:midas_g_1341;	No	Cellulose 1	bcsCI	Export	Rand_18-Q3-R56-63_MAXAC.170_03449	20.578
Rand_18-Q3-R56-63_MAXAC.175	d:Bacteria;p:Elusimicrobiota;c:Elusimicrobia;o:MVP-88;f:midas_f_595;g:midas_g_595;s:midas_s_595;	No	Cellulose 1	bcsAI	Synthase	Rand_18-Q3-R56-63_MAXAC.175_01612	24.747
Rand_18-Q3-R56-63_MAXAC.175	d:Bacteria;p:Elusimicrobiota;c:Elusimicrobia;o:MVP-88;f:midas_f_595;g:midas_g_595;s:midas_s_595;	No	Cellulose 1	bcsCI	Export	Rand_18-Q3-R56-63_MAXAC.175_01618	20.939
Ribe_18-Q3-R11-54_BAT3C.208	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:SC-I-84;g:midas_g_1341;s:midas_s_3347;	No	Cellulose 1	bcsAI	Synthase	Ribe_18-Q3-R11-54_BAT3C.208_02150	20.259
Ribe_18-Q3-R11-54_BAT3C.208	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:SC-I-84;g:midas_g_1341;s:midas_s_3347;	No	Cellulose 1	bcsCI	Export	Ribe_18-Q3-R11-54_BAT3C.208_02152	20.069
Ribe_18-Q3-R11-54_BATAC.412	d:Bacteria;p:Actinobacteriota;c:Actinobacteria;o:midas_o_5;f:midas_f_5;g:midas_g_957;s:midas_s_957;	CRAT	Hyaluronic acid (has)	hasA	Synthase	Ribe_18-Q3-R11-54_BATAC.412_00100	20.94
Ribe_18-Q3-R11-54_BATAC.412	d:Bacteria;p:Actinobacteriota;c:Actinobacteria;o:midas_o_5;f:midas_f_5;g:midas_g_957;s:midas_s_957;	CRAT	Hyaluronic acid (has)	hasB	Precursor synthesis	Ribe_18-Q3-R11-54_BATAC.412_00105	23.352
Ribe_18-Q3-R11-54_BATAC.412	d:Bacteria;p:Actinobacteriota;c:Actinobacteria;o:midas_o_5;f:midas_f_5;g:midas_g_957;s:midas_s_957;	CRAT	Hyaluronic acid (has)	hasC	Precursor synthesis	Ribe_18-Q3-R11-54_BATAC.412_00098	23.611
Ribe_18-Q3-R11-54_BATAC.540_fly	d:Bacteria;p:Patescibacteria;c:Saccharimonadia;o:Saccharimonadales;f:midas_f_67;;	No	Hyaluronic acid (has)	hasA	Synthase	Ribe_18-Q3-R11-54_BATAC.540_fly_00845	28.706
Ribe_18-Q3-R11-54_BATAC.540_fly	d:Bacteria;p:Patescibacteria;c:Saccharimonadia;o:Saccharimonadales;f:midas_f_67;;	No	Hyaluronic acid (has)	hasB	Precursor synthesis	Ribe_18-Q3-R11-54_BATAC.540_fly_00847	21.635
Ribe_18-Q3-R11-54_BATAC.540_fly	d:Bacteria;p:Patescibacteria;c:Saccharimonadia;o:Saccharimonadales;f:midas_f_67;;	No	Hyaluronic acid (has)	hasC	Precursor synthesis	Ribe_18-Q3-R11-54_BATAC.540_fly_00854	40.134
Ribe_18-Q3-R11-54_MAXAC.186	d:Bacteria;p:Elusimicrobiota;c:Elusimicrobia;o:MVP-88;f:midas_f_595;g:midas_g_595;	No	Cellulose 1	bcsAI	Synthase	Ribe_18-Q3-R11-54_MAXAC.186_00014	24.747
Ribe_18-Q3-R11-54_MAXAC.186	d:Bacteria;p:Elusimicrobiota;c:Elusimicrobia;o:MVP-88;f:midas_f_595;g:midas_g_595;	No	Cellulose 1	bcsCI	Export	Ribe_18-Q3-R11-54_MAXAC.186_00008	20.939
Ribe_18-Q3-R11-54_MAXAC.235	d:Bacteria;p:Chloroflexi;c:Chloroflexia;o:Chloroflexales;f:Roseiflexaceae;g:Kouleothrix;s:midas_s_2308;	CRAT	Hyaluronic acid (has)	hasA	Synthase	Ribe_18-Q3-R11-54_MAXAC.235_05445	20.29
Ribe_18-Q3-R11-54_MAXAC.235	d:Bacteria;p:Chloroflexi;c:Chloroflexia;o:Chloroflexales;f:Roseiflexaceae;g:Kouleothrix;s:midas_s_2308;	CRAT	Hyaluronic acid (has)	hasA	Synthase	Ribe_18-Q3-R11-54_MAXAC.235_05463	26.05
Ribe_18-Q3-R11-54_MAXAC.235	d:Bacteria;p:Chloroflexi;c:Chloroflexia;o:Chloroflexales;f:Roseiflexaceae;g:Kouleothrix;s:midas_s_2308;	CRAT	Hyaluronic acid (has)	hasA	Synthase	Ribe_18-Q3-R11-54_MAXAC.235_05465	21.277
Ribe_18-Q3-R11-54_MAXAC.235	d:Bacteria;p:Chloroflexi;c:Chloroflexia;o:Chloroflexales;f:Roseiflexaceae;g:Kouleothrix;s:midas_s_2308;	CRAT	Hyaluronic acid (has)	hasB	Precursor synthesis	Ribe_18-Q3-R11-54_MAXAC.235_05456	21.393
Ribe_18-Q3-R11-54_MAXAC.235	d:Bacteria;p:Chloroflexi;c:Chloroflexia;o:Chloroflexales;f:Roseiflexaceae;g:Kouleothrix;s:midas_s_2308;	CRAT	Hyaluronic acid (has)	hasC	Precursor synthesis	Ribe_18-Q3-R11-54_MAXAC.235_05451	20.077
Skiv_18-Q3-R9-52_BATAC.176	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:Gallionellaceae;g:Nitrotoga;s:midas_s_181;	CRAT	Cellulose 2	bcsABII-A	Synthase	Skiv_18-Q3-R9-52_BATAC.176_01722	30.207
Skiv_18-Q3-R9-52_BATAC.176	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:Gallionellaceae;g:Nitrotoga;s:midas_s_181;	CRAT	Cellulose 2	bcsABII-A	Synthase	Skiv_18-Q3-R9-52_BATAC.176_01730	51.74
Skiv_18-Q3-R9-52_BATAC.176	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:Gallionellaceae;g:Nitrotoga;s:midas_s_181;	CRAT	Cellulose 2	bcsCII	Export	Skiv_18-Q3-R9-52_BATAC.176_01724	22.872
Skiv_18-Q3-R9-52_BATAC.176	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:Gallionellaceae;g:Nitrotoga;s:midas_s_181;	CRAT	Cellulose 2	bcsCII	Export	Skiv_18-Q3-R9-52_BATAC.176_01725	22.661
Skiv_18-Q3-R9-52_BATAC.176	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:Gallionellaceae;g:Nitrotoga;s:midas_s_181;	CRAT	Cellulose 1	bcsAI	Synthase	Skiv_18-Q3-R9-52_BATAC.176_01729	31.481
Skiv_18-Q3-R9-52_BATAC.176	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:Gallionellaceae;g:Nitrotoga;s:midas_s_181;	CRAT	Cellulose 1	bcsAI	Synthase	Skiv_18-Q3-R9-52_BATAC.176_01730	58.081
Skiv_18-Q3-R9-52_BATAC.176	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:Gallionellaceae;g:Nitrotoga;s:midas_s_181;	CRAT	Cellulose 1	bcsBI	Synthase	Skiv_18-Q3-R9-52_BATAC.176_01722	28.322
Skiv_18-Q3-R9-52_BATAC.176	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:Gallionellaceae;g:Nitrotoga;s:midas_s_181;	CRAT	Cellulose 1	bcsCI	Export	Skiv_18-Q3-R9-52_BATAC.176_01724	23.183
Skiv_18-Q3-R9-52_BATAC.176	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:Gallionellaceae;g:Nitrotoga;s:midas_s_181;	CRAT	Cellulose 1	bcsCI	Export	Skiv_18-Q3-R9-52_BATAC.176_01725	23.796
Skiv_18-Q3-R9-52_BATAC.176	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:Gallionellaceae;g:Nitrotoga;s:midas_s_181;	CRAT	Cellulose 1	cmc	Hydrolase	Skiv_18-Q3-R9-52_BATAC.176_01723	24.921
Skiv_18-Q3-R9-52_BATAC.396	d:Bacteria;p:Acidobacteriota;c:Acidobacteriae;o:Paludibaculum;f:midas_f_675;g:midas_g_675;s:midas_s_675;	CRAT	Cellulose 2	bcsABII-A	Synthase	Skiv_18-Q3-R9-52_BATAC.396_00856	34.862
Skiv_18-Q3-R9-52_BATAC.396	d:Bacteria;p:Acidobacteriota;c:Acidobacteriae;o:Paludibaculum;f:midas_f_675;g:midas_g_675;s:midas_s_675;	CRAT	Cellulose 2	bcsCII	Export	Skiv_18-Q3-R9-52_BATAC.396_00858	20.839
Skiv_18-Q3-R9-52_MAXAC.018	d:Bacteria;p:Bacteroidota;c:SJA-28;o:midas_o_31;f:midas_f_31;g:midas_g_31;s:midas_s_31;	CRAT	PNAG_eps	epsH	Glycosyl transferase	Skiv_18-Q3-R9-52_MAXAC.018_01443	24.39
Skiv_18-Q3-R9-52_MAXAC.018	d:Bacteria;p:Bacteroidota;c:SJA-28;o:midas_o_31;f:midas_f_31;g:midas_g_31;s:midas_s_31;	CRAT	PNAG_eps	epsJ	Glycosyl transferase	Skiv_18-Q3-R9-52_MAXAC.018_01439	23.581
Skiv_18-Q3-R9-52_MAXAC.018	d:Bacteria;p:Bacteroidota;c:SJA-28;o:midas_o_31;f:midas_f_31;g:midas_g_31;s:midas_s_31;	CRAT	PNAG_eps	epsJ	Glycosyl transferase	Skiv_18-Q3-R9-52_MAXAC.018_01441	22.172
Skiv_18-Q3-R9-52_MAXAC.018	d:Bacteria;p:Bacteroidota;c:SJA-28;o:midas_o_31;f:midas_f_31;g:midas_g_31;s:midas_s_31;	CRAT	PNAG_eps	epsK	Export	Skiv_18-Q3-R9-52_MAXAC.018_01445	21.831
Skiv_18-Q3-R9-52_MAXAC.035	d:Bacteria;p:Chloroflexi;c:Anaerolineae;o:Anaerolineales;f:Anaerolineaceae;g:Ca_Villigracilis;s:midas_s_471;	Loose core	Hyaluronic acid (has)	hasA	Synthase	Skiv_18-Q3-R9-52_MAXAC.035_01096	22.764
Skiv_18-Q3-R9-52_MAXAC.035	d:Bacteria;p:Chloroflexi;c:Anaerolineae;o:Anaerolineales;f:Anaerolineaceae;g:Ca_Villigracilis;s:midas_s_471;	Loose core	Hyaluronic acid (has)	hasB	Precursor synthesis	Skiv_18-Q3-R9-52_MAXAC.035_01104	20.238
Skiv_18-Q3-R9-52_MAXAC.035	d:Bacteria;p:Chloroflexi;c:Anaerolineae;o:Anaerolineales;f:Anaerolineaceae;g:Ca_Villigracilis;s:midas_s_471;	Loose core	Hyaluronic acid (has)	hasC	Precursor synthesis	Skiv_18-Q3-R9-52_MAXAC.035_01102	21.212
Skiv_18-Q3-R9-52_MAXAC.078_sub	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:Rhodocyclaceae;g:Dechloromonas;s:midas_s_173;	Loose core	Cellulose 2	bcsABII-A	Synthase	Skiv_18-Q3-R9-52_MAXAC.078_sub_00763	31.058
Skiv_18-Q3-R9-52_MAXAC.078_sub	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:Rhodocyclaceae;g:Dechloromonas;s:midas_s_173;	Loose core	Cellulose 2	bcsABII-A	Synthase	Skiv_18-Q3-R9-52_MAXAC.078_sub_00765	46.981
Skiv_18-Q3-R9-52_MAXAC.078_sub	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:Rhodocyclaceae;g:Dechloromonas;s:midas_s_173;	Loose core	Cellulose 2	bcsCII	Export	Skiv_18-Q3-R9-52_MAXAC.078_sub_00769	22.214
Skiv_18-Q3-R9-52_MAXAC.078_sub	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:Rhodocyclaceae;g:Dechloromonas;s:midas_s_173;	Loose core	Cellulose 1	bcsAI	Synthase	Skiv_18-Q3-R9-52_MAXAC.078_sub_00765	42.105
Skiv_18-Q3-R9-52_MAXAC.078_sub	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:Rhodocyclaceae;g:Dechloromonas;s:midas_s_173;	Loose core	Cellulose 1	bcsBI	Synthase	Skiv_18-Q3-R9-52_MAXAC.078_sub_00763	31.405
Skiv_18-Q3-R9-52_MAXAC.078_sub	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:Rhodocyclaceae;g:Dechloromonas;s:midas_s_173;	Loose core	Cellulose 1	bcsCI	Export	Skiv_18-Q3-R9-52_MAXAC.078_sub_00769	22.522
Skiv_18-Q3-R9-52_MAXAC.078_sub	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:Rhodocyclaceae;g:Dechloromonas;s:midas_s_173;	Loose core	Cellulose 1	cmc	Hydrolase	Skiv_18-Q3-R9-52_MAXAC.078_sub_00768	26.518
Skiv_18-Q3-R9-52_MAXAC.277	d:Bacteria;p:Elusimicrobiota;c:Elusimicrobia;o:MVP-88;f:midas_f_595;g:midas_g_595;s:midas_s_595;	No	Cellulose 1	bcsAI	Synthase	Skiv_18-Q3-R9-52_MAXAC.277_01708	24.747
Skiv_18-Q3-R9-52_MAXAC.277	d:Bacteria;p:Elusimicrobiota;c:Elusimicrobia;o:MVP-88;f:midas_f_595;g:midas_g_595;s:midas_s_595;	No	Cellulose 1	bcsCI	Export	Skiv_18-Q3-R9-52_MAXAC.277_01714	20.939
Vibo_18-Q3-R45-57_BAT3C.142	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Pseudomonadales;f:Moraxellaceae;g:Agitococcus_lubricus_group;s:midas_s_15036;	No	Pel	pelA	Hydrolase	Vibo_18-Q3-R45-57_BAT3C.142_00907	37.418
Vibo_18-Q3-R45-57_BAT3C.142	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Pseudomonadales;f:Moraxellaceae;g:Agitococcus_lubricus_group;s:midas_s_15036;	No	Pel	pelB	Export	Vibo_18-Q3-R45-57_BAT3C.142_00905	22.01
Vibo_18-Q3-R45-57_BAT3C.142	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Pseudomonadales;f:Moraxellaceae;g:Agitococcus_lubricus_group;s:midas_s_15036;	No	Pel	pelB	Export	Vibo_18-Q3-R45-57_BAT3C.142_00906	23.404
Vibo_18-Q3-R45-57_BAT3C.142	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Pseudomonadales;f:Moraxellaceae;g:Agitococcus_lubricus_group;s:midas_s_15036;	No	Pel	pelC	Export	Vibo_18-Q3-R45-57_BAT3C.142_00904	39.306
Vibo_18-Q3-R45-57_BAT3C.142	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Pseudomonadales;f:Moraxellaceae;g:Agitococcus_lubricus_group;s:midas_s_15036;	No	Pel	pelD	Regulatory	Vibo_18-Q3-R45-57_BAT3C.142_00903	29.519
Vibo_18-Q3-R45-57_BAT3C.142	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Pseudomonadales;f:Moraxellaceae;g:Agitococcus_lubricus_group;s:midas_s_15036;	No	Pel	pelE	Polymerization	Vibo_18-Q3-R45-57_BAT3C.142_00902	31.307
Vibo_18-Q3-R45-57_BAT3C.142	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Pseudomonadales;f:Moraxellaceae;g:Agitococcus_lubricus_group;s:midas_s_15036;	No	Pel	pelF	Synthase	Vibo_18-Q3-R45-57_BAT3C.142_00901	51.703
Vibo_18-Q3-R45-57_BAT3C.142	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Pseudomonadales;f:Moraxellaceae;g:Agitococcus_lubricus_group;s:midas_s_15036;	No	Pel	pelG	Export	Vibo_18-Q3-R45-57_BAT3C.142_00900	52.747
Vibo_18-Q3-R45-57_BATAC.19	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:Rhodocyclaceae;g:Propionivibrio;s:midas_s_421;	CRAT	Pel	pelA	Hydrolase	Vibo_18-Q3-R45-57_BATAC.19_01458	38.47
Vibo_18-Q3-R45-57_BATAC.19	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:Rhodocyclaceae;g:Propionivibrio;s:midas_s_421;	CRAT	Pel	pelB	Export	Vibo_18-Q3-R45-57_BATAC.19_01459	20.728
Vibo_18-Q3-R45-57_BATAC.19	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:Rhodocyclaceae;g:Propionivibrio;s:midas_s_421;	CRAT	Pel	pelC	Export	Vibo_18-Q3-R45-57_BATAC.19_01460	42.604
Vibo_18-Q3-R45-57_BATAC.19	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:Rhodocyclaceae;g:Propionivibrio;s:midas_s_421;	CRAT	Pel	pelD	Regulatory	Vibo_18-Q3-R45-57_BATAC.19_01461	31.567
Vibo_18-Q3-R45-57_BATAC.19	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:Rhodocyclaceae;g:Propionivibrio;s:midas_s_421;	CRAT	Pel	pelE	Polymerization	Vibo_18-Q3-R45-57_BATAC.19_01462	29.762
Vibo_18-Q3-R45-57_BATAC.19	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:Rhodocyclaceae;g:Propionivibrio;s:midas_s_421;	CRAT	Pel	pelF	Synthase	Vibo_18-Q3-R45-57_BATAC.19_01463	53.175
Vibo_18-Q3-R45-57_BATAC.19	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:Rhodocyclaceae;g:Propionivibrio;s:midas_s_421;	CRAT	Pel	pelG	Export	Vibo_18-Q3-R45-57_BATAC.19_01464	54.725
Vibo_18-Q3-R45-57_BATAC.199	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:Rhodocyclaceae;g:Ca_Accumulibacter;s:midas_s_6083;	No	PNAG_pga	pgaA	Export	Vibo_18-Q3-R45-57_BATAC.199_01088	26.475
Vibo_18-Q3-R45-57_BATAC.199	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:Rhodocyclaceae;g:Ca_Accumulibacter;s:midas_s_6083;	No	PNAG_pga	pgaB	Modification	Vibo_18-Q3-R45-57_BATAC.199_01087	34.301
Vibo_18-Q3-R45-57_BATAC.199	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:Rhodocyclaceae;g:Ca_Accumulibacter;s:midas_s_6083;	No	PNAG_pga	pgaC	Synthase	Vibo_18-Q3-R45-57_BATAC.199_01086	50.122
Viby_18-Q3-R106-67_MAXAC.046	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:Comamonadaceae;g:Rhodoferax;s:midas_s_38;	No	Pel	pelA	Hydrolase	Viby_18-Q3-R106-67_MAXAC.046_00179	37.773
Viby_18-Q3-R106-67_MAXAC.046	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:Comamonadaceae;g:Rhodoferax;s:midas_s_38;	No	Pel	pelB	Export	Viby_18-Q3-R106-67_MAXAC.046_00180	24.664
Viby_18-Q3-R106-67_MAXAC.046	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:Comamonadaceae;g:Rhodoferax;s:midas_s_38;	No	Pel	pelC	Export	Viby_18-Q3-R106-67_MAXAC.046_00181	42.857
Viby_18-Q3-R106-67_MAXAC.046	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:Comamonadaceae;g:Rhodoferax;s:midas_s_38;	No	Pel	pelD	Regulatory	Viby_18-Q3-R106-67_MAXAC.046_00182	31.971
Viby_18-Q3-R106-67_MAXAC.046	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:Comamonadaceae;g:Rhodoferax;s:midas_s_38;	No	Pel	pelE	Polymerization	Viby_18-Q3-R106-67_MAXAC.046_00183	27.5
Viby_18-Q3-R106-67_MAXAC.046	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:Comamonadaceae;g:Rhodoferax;s:midas_s_38;	No	Pel	pelF	Synthase	Viby_18-Q3-R106-67_MAXAC.046_00184	49.213
Viby_18-Q3-R106-67_MAXAC.046	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:Comamonadaceae;g:Rhodoferax;s:midas_s_38;	No	Pel	pelG	Export	Viby_18-Q3-R106-67_MAXAC.046_00185	52.632
Viby_18-Q3-R106-67_MAXAC.151	d:Bacteria;p:Elusimicrobiota;c:Elusimicrobia;o:MVP-88;f:midas_f_595;g:midas_g_595;s:midas_s_595;	No	Cellulose 1	bcsAI	Synthase	Viby_18-Q3-R106-67_MAXAC.151_02104	24.747
Viby_18-Q3-R106-67_MAXAC.151	d:Bacteria;p:Elusimicrobiota;c:Elusimicrobia;o:MVP-88;f:midas_f_595;g:midas_g_595;s:midas_s_595;	No	Cellulose 1	bcsCI	Export	Viby_18-Q3-R106-67_MAXAC.151_02098	20.939
Aved_18-Q3-R54-62_BATAC.570	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:Hydrogenophilaceae;g:midas_g_1040;s:midas_s_1040;	No	Hyaluronic acid (pmHAS)	pmHAS	Synthase	Aved_18-Q3-R54-62_BATAC.570_03279	33.01
Aved_18-Q3-R54-62_MAXAC.406	d:Bacteria;p:Latescibacterota;c:midas_c_18;o:midas_o_753;f:midas_f_753;g:midas_g_4788;s:midas_s_4788;	No	Hyaluronic acid (pmHAS)	pmHAS	Synthase	Aved_18-Q3-R54-62_MAXAC.406_01084	33.846
EsbW_18-Q3-R4-48_BAT3C.194	d:Bacteria;p:Acidobacteriota;c:Blastocatellia;o:11-24;f:midas_f_1424;g:midas_g_1424;s:midas_s_1424;	No	Hyaluronic acid (pmHAS)	pmHAS	Synthase	EsbW_18-Q3-R4-48_BAT3C.194_00537	33.171
Fred_18-Q3-R57-64_MAXAC.344	d:Bacteria;p:Bacteroidota;c:Bacteroidia;o:Flavobacteriales;f:NS9_marine_group;g:midas_g_225;s:midas_s_2313;	CRAT	Hyaluronic acid (pmHAS)	pmHAS	Synthase	Fred_18-Q3-R57-64_MAXAC.344_01083	33.333
Kalu_18-Q3-R12-55_MAXAC.106v2	d:Bacteria;p:Chloroflexi;c:Anaerolineae;o:Ardenticatenales;f:Ca_Promineofilaceae;g:midas_g_461;s:midas_s_1196;	CRAT	Hyaluronic acid (pmHAS)	pmHAS	Synthase	Kalu_18-Q3-R12-55_MAXAC.106v2_01733	33.184
Ribe_18-Q3-R11-54_MAXAC.269	d:Bacteria;p:Planctomycetota;c:OM190;o:midas_o_7059;f:midas_f_7059;;	No	Hyaluronic acid (pmHAS)	pmHAS	Synthase	Ribe_18-Q3-R11-54_MAXAC.269_01313	33.19
Skiv_18-Q3-R9-52_BATAC.396	d:Bacteria;p:Acidobacteriota;c:Acidobacteriae;o:Paludibaculum;f:midas_f_675;g:midas_g_675;s:midas_s_675;	CRAT	Hyaluronic acid (pmHAS)	pmHAS	Synthase	Skiv_18-Q3-R9-52_BATAC.396_06879	33.971
EsbW_18-Q3-R4-48_BAT3C.93	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:B1-7BS;g:midas_g_190;s:midas_s_484;	No	Psl	pslI	Glycosyl transferase	EsbW_18-Q3-R4-48_BAT3C.93_03234	20.051
EsbW_18-Q3-R4-48_BAT3C.93	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:B1-7BS;g:midas_g_190;s:midas_s_484;	No	Psl	pslA	Polymerization & export	EsbW_18-Q3-R4-48_BAT3C.93_03241	25.586
EsbW_18-Q3-R4-48_BAT3C.93	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:B1-7BS;g:midas_g_190;s:midas_s_484;	No	Psl	pslH	Glycosyl transferase	EsbW_18-Q3-R4-48_BAT3C.93_03242	28.993
EsbW_18-Q3-R4-48_BAT3C.93	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:B1-7BS;g:midas_g_190;s:midas_s_484;	No	Psl	pslE	Polymerization	EsbW_18-Q3-R4-48_BAT3C.93_03247	20.821
EsbW_18-Q3-R4-48_BAT3C.93	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:B1-7BS;g:midas_g_190;s:midas_s_484;	No	Psl	pslD	Export	EsbW_18-Q3-R4-48_BAT3C.93_03248	20.27
EsbW_18-Q3-R4-48_BAT3C.93	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:B1-7BS;g:midas_g_190;s:midas_s_484;	No	Psl	pslF	Glycosyl transferase	EsbW_18-Q3-R4-48_BAT3C.93_03254	22.944
EsbW_18-Q3-R4-48_BAT3C.93	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:B1-7BS;g:midas_g_190;s:midas_s_484;	No	Psl	pslC	Glycosyl transferase	EsbW_18-Q3-R4-48_BAT3C.93_03256	21.875
EsbW_18-Q3-R4-48_BAT3C.93	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:B1-7BS;g:midas_g_190;s:midas_s_484;	No	Psl	pslI	Glycosyl transferase	EsbW_18-Q3-R4-48_BAT3C.93_03260	20.539
EsbW_18-Q3-R4-48_BAT3C.93	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:B1-7BS;g:midas_g_190;s:midas_s_484;	No	Psl	pslC	Glycosyl transferase	EsbW_18-Q3-R4-48_BAT3C.93_03261	23
Hirt_18-Q3-R61-65_MAXAC.231	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:B1-7BS;g:midas_g_190;s:midas_s_484;	No	Psl	pslI	Glycosyl transferase	Hirt_18-Q3-R61-65_MAXAC.231_01697	20.051
Hirt_18-Q3-R61-65_MAXAC.231	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:B1-7BS;g:midas_g_190;s:midas_s_484;	No	Psl	pslA	Polymerization & export	Hirt_18-Q3-R61-65_MAXAC.231_01704	25.586
Hirt_18-Q3-R61-65_MAXAC.231	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:B1-7BS;g:midas_g_190;s:midas_s_484;	No	Psl	pslH	Glycosyl transferase	Hirt_18-Q3-R61-65_MAXAC.231_01705	28.993
Hirt_18-Q3-R61-65_MAXAC.231	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:B1-7BS;g:midas_g_190;s:midas_s_484;	No	Psl	pslE	Polymerization	Hirt_18-Q3-R61-65_MAXAC.231_01710	20.821
