genome_id	record_id	region	start	end	contig_edge	product	KCB_hit	KCB_acc	KCB_%	record_desc	Category	n_Category	OLD_gtdb_classification	gtdbtk_organism_name	ncbi_organism_name	Contamination (%)	Completeness (%)	cluster95	Database	Domain	Phylum	Class	Order	Family	Genus	Species	MiDAS_classification	HQ	shared_name
GCF_001073085.1_ASM107308v1_genomic	GCF_001073085.1_ASM107308v1_genomic_krakentaxid3014855HumGut_14855_31.region001	1	5050	32340	TRUE	Uncharacterised				kraken:taxid|3014855|HumGut_14855_31 NZ_JVFV01000032.1 Streptococcus pseudopneumoniae strain 469_SPSE 354_84129_1514858_309_,...,312+, whole genome shotgun sequence	Uncharacterised	1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus pseudopneumoniae_M	s__Streptococcus pseudopneumoniae_M	Streptococcus pseudopneumoniae	0.417372881355932	99.6186440677966	2039	HumGut	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus pseudopneumoniae_M			GCF_001073085.1_ASM107308v1_genomic_krakentaxid3014855HumGut_14855_31.region001.gbk_region_1
GCF_000269545.1_PB_Bact_thet_CL09T03C10_V1_genomic	GCF_000269545.1_PB_Bact_thet_CL09T03C10_V1_genomic_krakentaxid3009353HumGut_9353_1.region001	1	25480	54349	FALSE	Uncharacterised				kraken:taxid|3009353|HumGut_9353_1 NZ_AKBZ01000001.1 Bacteroides finegoldii CL09T03C10 cont1.1, whole genome shotgun sequence	Uncharacterised	1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp900066265	s__Bacteroides sp900066265	Bacteroides sp. HF-5300	0	93.5259670211127	262	HumGut	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides zhangwenhongii			GCF_000269545.1_PB_Bact_thet_CL09T03C10_V1_genomic_krakentaxid3009353HumGut_9353_1.region001.gbk_region_1
GUT_GENOME148570	GUT_GENOME148570_krakentaxid3007855HumGut_7855_1.region001	1	129543	160590	FALSE	Uncharacterised				kraken:taxid|3007855|HumGut_7855_1 GUT_GENOME148570_1	Uncharacterised	1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp003463205	s__Bacteroides sp003463205	Bacteroides sp. OF02-3LB	3.45	72.76	183	HumGut	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides intestinigallinarum			GUT_GENOME148570_krakentaxid3007855HumGut_7855_1.region001.gbk_region_1
GCF_001072925.1_ASM107292v1_genomic	GCF_001072925.1_ASM107292v1_genomic_krakentaxid3014761HumGut_14761_126.region001	1	38018	63827	TRUE	lactobacillus_eps				kraken:taxid|3014761|HumGut_14761_126 NZ_JVHE01000127.1 Streptococcus pseudopneumoniae strain 434_SPSE 982_75385_3035584_904_,...,839+, whole genome shotgun sequence	Wzx/Wzy	3	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus infantis_F	s__Streptococcus infantis_F	Streptococcus infantis	0.338983050847458	100	2022	HumGut	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus pseudopneumoniae_Q			GCF_001072925.1_ASM107292v1_genomic_krakentaxid3014761HumGut_14761_126.region001.gbk_region_1
GCF_900104285.1_IMG-taxon_2654588205_annotated_assembly_genomic	GCF_900104285.1_IMG-taxon_2654588205_annotated_assembly_genomic_krakentaxid3014696HumGut_14696_13.region001	1	77738	98438	FALSE	Uncharacterised				kraken:taxid|3014696|HumGut_14696_13 NZ_FNJT01000004.1 Streptococcus sp. NLAE-zl-C503, whole genome shotgun sequence	Uncharacterised	1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sp900104285	s__Streptococcus sp900104285	Streptococcus sp. NLAE-zl-C503	0.597609561752988	99.468791500664	2014	HumGut	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus sp900104285			GCF_900104285.1_IMG-taxon_2654588205_annotated_assembly_genomic_krakentaxid3014696HumGut_14696_13.region001.gbk_region_1
GUT_GENOME218123	GUT_GENOME218123_krakentaxid3011934HumGut_11934_367.region001	1	0	5942	TRUE	cellulose-like				kraken:taxid|3011934|HumGut_11934_367 GUT_GENOME218123_367	Synthase	2	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia flexneri	s__Escherichia flexneri	Shigella flexneri 2a	0.92	54.66	475	HumGut	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli			GUT_GENOME218123_krakentaxid3011934HumGut_11934_367.region001.gbk_region_1
GCF_004352745.1_ASM435274v1_genomic	GCF_004352745.1_ASM435274v1_genomic_krakentaxid3018901HumGut_18901_22.region001	1	129865	155541	TRUE	lactobacillus_eps				kraken:taxid|3018901|HumGut_18901_22 NZ_SJWW01000002.1 Streptococcus sp. KCJ4932 NODE_2_length_155541_cov_50.317468, whole genome shotgun sequence	Wzx/Wzy	3	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus infantarius	s__Streptococcus infantarius	Streptococcus infantarius subsp. infantarius ATCC BAA-102	0	100	2280	HumGut	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus ruminicola			GCF_004352745.1_ASM435274v1_genomic_krakentaxid3018901HumGut_18901_22.region001.gbk_region_1
GCF_001072745.1_ASM107274v1_genomic	GCF_001072745.1_ASM107274v1_genomic_krakentaxid3012560HumGut_12560_5.region001	1	0	17283	TRUE	lactobacillus_eps				kraken:taxid|3012560|HumGut_12560_5 NZ_JVIQ01000025.1 Streptococcus sp. 400_SSPC 118_17283_835913, whole genome shotgun sequence	Wzx/Wzy	3	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sp001587175	s__Streptococcus sp001587175	Streptococcus sp. A12	0.169491525423729	100	1641	HumGut	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus xiaochunlingii			GCF_001072745.1_ASM107274v1_genomic_krakentaxid3012560HumGut_12560_5.region001.gbk_region_1
GUT_GENOME222880	GUT_GENOME222880_krakentaxid3011170HumGut_11170_15.region001	1	206606	224577	FALSE	pel-positive				kraken:taxid|3011170|HumGut_11170_15 GUT_GENOME222880_15	Synthase	2	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium sp002742445	s__Bifidobacterium sp002742445	Bifidobacterium sp. N4G05	3.18	91.14	407	HumGut	d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Actinomycetales	f__Bifidobacteriaceae	g__Bifidobacterium	s__Bifidobacterium sp002742445			GUT_GENOME222880_krakentaxid3011170HumGut_11170_15.region001.gbk_region_1
GCF_000215385.1_ASM21538v1_genomic	GCF_000215385.1_ASM21538v1_genomic_krakentaxid3013656HumGut_13656_28.region001	1	12052	31852	TRUE	lactobacillus_eps				kraken:taxid|3013656|HumGut_13656_28 NZ_AFNN01000003.1 Streptococcus infantis SK1076 ctg1129157454893, whole genome shotgun sequence	Wzx/Wzy	3	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus infantis_B	s__Streptococcus infantis_B	Streptococcus infantis SK1076	0.169491525423729	100	1818	HumGut	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus infantis_B			GCF_000215385.1_ASM21538v1_genomic_krakentaxid3013656HumGut_13656_28.region001.gbk_region_1
GCF_002096895.1_ASM209689v1_genomic	GCF_002096895.1_ASM209689v1_genomic_krakentaxid3014690HumGut_14690_1.region001	1	287053	311585	FALSE	lactobacillus_eps				kraken:taxid|3014690|HumGut_14690_1 NZ_NCVI01000020.1 Streptococcus mitis strain RH_17024_08 s_mitis_RH_17024_08_ID_1, whole genome shotgun sequence	Wzx/Wzy	3	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus mitis_AH	s__Streptococcus mitis_AH	Streptococcus mitis	1.04581673306773	99.8173970783532	2013	HumGut	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus mitis_AH			GCF_002096895.1_ASM209689v1_genomic_krakentaxid3014690HumGut_14690_1.region001.gbk_region_1
GCF_000314795.2_Strept_sp_F0442_V1_genomic	GCF_000314795.2_Strept_sp_F0442_V1_genomic_krakentaxid3012498HumGut_12498_1.region001	1	1200411	1225741	FALSE	lactobacillus_eps				kraken:taxid|3012498|HumGut_12498_1 NZ_KB373314.1 Streptococcus sp. F0442 supercont1.1, whole genome shotgun sequence	Wzx/Wzy	3	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sp000314795	s__Streptococcus sp000314795	Streptococcus sp. F0442	0.847457627118644	100	1628	HumGut	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus sp000314795			GCF_000314795.2_Strept_sp_F0442_V1_genomic_krakentaxid3012498HumGut_12498_1.region001.gbk_region_1
GCF_000223335.1_ASM22333v2_genomic	GCF_000223335.1_ASM22333v2_genomic_krakentaxid3014975HumGut_14975_5.region001	1	365366	388875	TRUE	lactobacillus_eps				kraken:taxid|3014975|HumGut_14975_5 NZ_AFUQ01000012.1 Streptococcus infantis X Contig93, whole genome shotgun sequence	Wzx/Wzy	3	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus infantis_H	s__Streptococcus infantis_H	Streptococcus infantis X	0	99.406779661017	2058	HumGut	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus infantis_M			GCF_000223335.1_ASM22333v2_genomic_krakentaxid3014975HumGut_14975_5.region001.gbk_region_1
GUT_GENOME238661	GUT_GENOME238661_krakentaxid3022376HumGut_22376_58.region001	1	32380	60778	FALSE	Uncharacterised				kraken:taxid|3022376|HumGut_22376_58 GUT_GENOME238661_58	Uncharacterised	1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_C;s__Ruminococcus_C sp000437175	s__Ruminococcus_C sp000437175	Ruminococcus sp. CAG:330	0.89	79.19	899	HumGut	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Ruminococcus_C	s__Ruminococcus_C sp000437175			GUT_GENOME238661_krakentaxid3022376HumGut_22376_58.region001.gbk_region_1
GCF_000722695.1_ASM72269v1_genomic	GCF_000722695.1_ASM72269v1_genomic_krakentaxid3015291HumGut_15291_13.region001	1	808374	832646	FALSE	lactobacillus_eps				kraken:taxid|3015291|HumGut_15291_13 NZ_JPFU01000013.1 Streptococcus mitis strain SK629 gsmSK629.contig.12_1, whole genome shotgun sequence	Wzx/Wzy	3	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus mitis_O	s__Streptococcus mitis_O	Streptococcus mitis	0.199203187250996	99.7675962815405	1816	HumGut	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus mitis_O			GCF_000722695.1_ASM72269v1_genomic_krakentaxid3015291HumGut_15291_13.region001.gbk_region_1
GUT_GENOME223856	GUT_GENOME223856_krakentaxid3001392HumGut_1392_31.region001	1	17714	41998	TRUE	Uncharacterised				kraken:taxid|3001392|HumGut_1392_31 GUT_GENOME223856_31	Uncharacterised	1	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium longum	s__Bifidobacterium longum	Bifidobacterium longum subsp. longum JCM 1217	0.96	99.54	92	HumGut	d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Actinomycetales	f__Bifidobacteriaceae	g__Bifidobacterium	s__Bifidobacterium longum			GUT_GENOME223856_krakentaxid3001392HumGut_1392_31.region001.gbk_region_1
GUT_GENOME232179	GUT_GENOME232179_krakentaxid3027246HumGut_27246_868.region001	1	0	4286	TRUE	cellulose-gram-positive-like				kraken:taxid|3027246|HumGut_27246_868 GUT_GENOME232179_868	Synthase	2	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium neonatale	s__Clostridium neonatale	Clostridium neonatale	2.91	77.23	2769	HumGut	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium	s__Clostridium neonatale			GUT_GENOME232179_krakentaxid3027246HumGut_27246_868.region001.gbk_region_1
GCF_001075675.1_ASM107567v1_genomic	GCF_001075675.1_ASM107567v1_genomic_krakentaxid3015778HumGut_15778_20.region001	1	7918	32056	TRUE	lactobacillus_eps				kraken:taxid|3015778|HumGut_15778_20 NZ_JUNW01000043.1 Streptococcus oralis strain 918_SORA 148_46771_1250919, whole genome shotgun sequence	Wzx/Wzy	3	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus oralis_V	s__Streptococcus oralis_V	Streptococcus oralis	0.199203187250996	99.867197875166	2203	HumGut	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus oralis_V			GCF_001075675.1_ASM107567v1_genomic_krakentaxid3015778HumGut_15778_20.region001.gbk_region_1
GCF_003942585.1_ASM394258v1_genomic	GCF_003942585.1_ASM394258v1_genomic_krakentaxid3016077HumGut_16077_5.region001	1	0	25210	TRUE	lactobacillus_eps				kraken:taxid|3016077|HumGut_16077_5 NZ_RJNK01000005.1 Streptococcus oralis strain BCC59 D8862_contig005, whole genome shotgun sequence	Wzx/Wzy	3	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus oralis_BE	s__Streptococcus oralis_BE	Streptococcus oralis	0.597609561752988	99.867197875166	2264	HumGut	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus oralis_BE			GCF_003942585.1_ASM394258v1_genomic_krakentaxid3016077HumGut_16077_5.region001.gbk_region_1
GCF_001072315.1_ASM107231v1_genomic	GCF_001072315.1_ASM107231v1_genomic_krakentaxid3015473HumGut_15473_9.region001	1	13511	38526	TRUE	lactobacillus_eps				kraken:taxid|3015473|HumGut_15473_9 NZ_JVLI01000004.1 Streptococcus pseudopneumoniae strain 330_SPSE 12_49331_1145968, whole genome shotgun sequence	Wzx/Wzy	3	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus mitis_C	s__Streptococcus mitis_C	Streptococcus mitis SK597	0.348605577689243	99.8173970783532	2142	HumGut	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus pseudopneumoniae_R			GCF_001072315.1_ASM107231v1_genomic_krakentaxid3015473HumGut_15473_9.region001.gbk_region_1
GCF_000314815.2_Stre_urin_FB127-CNA2_V1_genomic	GCF_000314815.2_Stre_urin_FB127-CNA2_V1_genomic_krakentaxid3020866HumGut_20866_3.region001	1	386587	399254	FALSE	alpha-glucansucrase				kraken:taxid|3020866|HumGut_20866_3 NZ_KB373319.1 Streptococcus urinalis FB127-CNA-2 supercont1.3, whole genome shotgun sequence	Sucrase	4	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus urinalis	s__Streptococcus urinalis	Streptococcus urinalis 2285-97	0	99.063670411985	3257	HumGut	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus urinalis			GCF_000314815.2_Stre_urin_FB127-CNA2_V1_genomic_krakentaxid3020866HumGut_20866_3.region001.gbk_region_1
GUT_GENOME001790	GUT_GENOME001790_krakentaxid3003242HumGut_3242_2.region001	1	328563	371213	FALSE	Uncharacterised				kraken:taxid|3003242|HumGut_3242_2 GUT_GENOME001790_2	Uncharacterised	1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A obeum_B	s__Blautia_A obeum_B	Blautia obeum A2-162	0.79	99.37	200	HumGut	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Blautia_A	s__Blautia_A intestinalis			GUT_GENOME001790_krakentaxid3003242HumGut_3242_2.region001.gbk_region_1
GCF_002096685.1_ASM209668v1_genomic	GCF_002096685.1_ASM209668v1_genomic_krakentaxid3015868HumGut_15868_2.region001	1	10774	35743	TRUE	lactobacillus_eps				kraken:taxid|3015868|HumGut_15868_2 NZ_NCVA01000037.1 Streptococcus oralis subsp. dentisani strain RH_13585_10 s_oralis_RH_13585_10_ID_11, whole genome shotgun sequence	Wzx/Wzy	3	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus oralis_AD	s__Streptococcus oralis_AD	Streptococcus oralis subsp. dentisani	0.199203187250996	99.867197875166	2221	HumGut	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus oralis_AD			GCF_002096685.1_ASM209668v1_genomic_krakentaxid3015868HumGut_15868_2.region001.gbk_region_1
GUT_GENOME213473	GUT_GENOME213473_krakentaxid3012890HumGut_12890_4.region001	1	0	18725	TRUE	Uncharacterised				kraken:taxid|3012890|HumGut_12890_4 GUT_GENOME213473_4	Uncharacterised	1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__	g__Bacteroides	Bacteroides xylanisolvens XB1A	0.58	62.04	1196	HumGut	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides salyersiae			GUT_GENOME213473_krakentaxid3012890HumGut_12890_4.region001.gbk_region_1
GUT_GENOME097629	GUT_GENOME097629_krakentaxid3009090HumGut_9090_35.region001	1	0	7383	TRUE	lactobacillus_eps				kraken:taxid|3009090|HumGut_9090_35 GUT_GENOME097629_35	Wzx/Wzy	3	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus salivarius	s__Streptococcus salivarius	Streptococcus salivarius	0.76	77.73	1100	HumGut	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus salivarius			GUT_GENOME097629_krakentaxid3009090HumGut_9090_35.region001.gbk_region_1
GCF_000259505.1_SspSK643v1.0_genomic	GCF_000259505.1_SspSK643v1.0_genomic_krakentaxid3016041HumGut_16041_17.region001	1	4966	29169	TRUE	lactobacillus_eps				kraken:taxid|3016041|HumGut_16041_17 NZ_AJMM01000017.1 Streptococcus sp. SK643 contig00006, whole genome shotgun sequence	Wzx/Wzy	3	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sp000259505	s__Streptococcus sp000259505	Streptococcus sp. SK643	0.199203187250996	99.667994687915	2253	HumGut	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus sp000259505			GCF_000259505.1_SspSK643v1.0_genomic_krakentaxid3016041HumGut_16041_17.region001.gbk_region_1
GUT_GENOME089287	GUT_GENOME089287_krakentaxid3009165HumGut_9165_9.region001	1	0	28136	TRUE	Uncharacterised				kraken:taxid|3009165|HumGut_9165_9 GUT_GENOME089287_9	Uncharacterised	1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia hansenii	s__Blautia hansenii	Blautia hansenii DSM 20583	0.96	79.62	785	HumGut	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Blautia	s__Blautia hansenii			GUT_GENOME089287_krakentaxid3009165HumGut_9165_9.region001.gbk_region_1
GCF_000741215.1_Bifgalrum_genomic	GCF_000741215.1_Bifgalrum_genomic_krakentaxid3014539HumGut_14539_1.region001	1	379257	403475	FALSE	Uncharacterised				kraken:taxid|3014539|HumGut_14539_1 NZ_JGYX01000001.1 Bifidobacterium gallinarum strain LMG 11586 Contig01, whole genome shotgun sequence	Uncharacterised	1	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium gallinarum	s__Bifidobacterium gallinarum	Bifidobacterium gallinarum	0.757575757575758	99.0909090909091	1585	HumGut	d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Actinomycetales	f__Bifidobacteriaceae	g__Bifidobacterium	s__Bifidobacterium pullorum_B			GCF_000741215.1_Bifgalrum_genomic_krakentaxid3014539HumGut_14539_1.region001.gbk_region_1
GCF_000614125.1_ASM61412v1_genomic	GCF_000614125.1_ASM61412v1_genomic_krakentaxid3002256HumGut_2256_134.region001	1	3569	31330	TRUE	Uncharacterised				kraken:taxid|3002256|HumGut_2256_134 NZ_BAKJ01000015.1 Bacteroides rodentium JCM 16496, whole genome shotgun sequence	Uncharacterised	1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides rodentium	s__Bacteroides rodentium	Bacteroides rodentium JCM 16496	0.495662949194548	95.5235439900867	2	HumGut	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides rodentium			GCF_000614125.1_ASM61412v1_genomic_krakentaxid3002256HumGut_2256_134.region001.gbk_region_1
GUT_GENOME261776	GUT_GENOME261776_krakentaxid3016805HumGut_16805_4.region001	1	10294	34076	TRUE	lactobacillus_eps				kraken:taxid|3016805|HumGut_16805_4 GUT_GENOME261776_4	Wzx/Wzy	3	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sp900550895	s__Streptococcus sp900550895	uncultured Streptococcus sp.	1.84	90.34	2399	HumGut	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus sp900550895			GUT_GENOME261776_krakentaxid3016805HumGut_16805_4.region001.gbk_region_1
GUT_GENOME174516	GUT_GENOME174516_krakentaxid3013669HumGut_13669_28.region001	1	0	16274	TRUE	pel-positive				kraken:taxid|3013669|HumGut_13669_28 GUT_GENOME174516_28	Synthase	2	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea;s__Dorea sp900543315	s__Dorea sp900543315	uncultured Lachnoclostridium sp.	3.32	96.49	1821	HumGut	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Lachnoclostridium_B	s__Lachnoclostridium_B faecipullorum			GUT_GENOME174516_krakentaxid3013669HumGut_13669_28.region001.gbk_region_1
