accession	ambiguous_bases	checkm2_completeness	checkm2_contamination	checkm2_model	checkm_completeness	checkm_contamination	checkm_marker_count	checkm_marker_lineage	checkm_marker_set_count	checkm_strain_heterogeneity	coding_bases	coding_density	contig_count	gc_count	gc_percentage	genome_size	gtdb_genome_representative	gtdb_representative	domain	phylum	class	order	family	genus	species	gtdb_type_designation_ncbi_taxa	gtdb_type_designation_ncbi_taxa_sources	gtdb_type_species_of_genus	l50_contigs	l50_scaffolds	longest_contig	longest_scaffold	lsu_23s_contig_len	lsu_23s_count	lsu_23s_length	lsu_23s_query_id	lsu_5s_contig_len	lsu_5s_count	lsu_5s_length	lsu_5s_query_id	lsu_silva_23s_blast_align_len	lsu_silva_23s_blast_bitscore	lsu_silva_23s_blast_evalue	lsu_silva_23s_blast_perc_identity	lsu_silva_23s_blast_subject_id	lsu_silva_23s_taxonomy	mean_contig_length	mean_scaffold_length	mimag_high_quality	mimag_low_quality	mimag_medium_quality	n50_contigs	n50_scaffolds	ncbi_assembly_level	ncbi_assembly_name	ncbi_assembly_type	ncbi_bioproject	ncbi_biosample	ncbi_contig_count	ncbi_contig_n50	ncbi_country	ncbi_date	ncbi_genbank_assembly_accession	ncbi_genome_category	ncbi_genome_representation	ncbi_isolate	ncbi_isolation_source	ncbi_lat_lon	ncbi_molecule_count	ncbi_ncrna_count	ncbi_organism_name	ncbi_protein_count	ncbi_refseq_category	ncbi_rrna_count	ncbi_scaffold_count	ncbi_scaffold_l50	ncbi_scaffold_n50	ncbi_scaffold_n75	ncbi_scaffold_n90	ncbi_seq_rel_date	ncbi_spanned_gaps	ncbi_species_taxid	ncbi_ssu_count	ncbi_strain_identifiers	ncbi_submitter	ncbi_taxid	ncbi_taxonomy	ncbi_taxonomy_unfiltered	ncbi_total_gap_length	ncbi_total_length	ncbi_translation_table	ncbi_trna_count	ncbi_type_material_designation	ncbi_ungapped_length	ncbi_unspanned_gaps	ncbi_wgs_master	protein_count	scaffold_count	ssu_contig_len	ssu_count	ssu_gg_blast_align_len	ssu_gg_blast_bitscore	ssu_gg_blast_evalue	ssu_gg_blast_perc_identity	ssu_gg_blast_subject_id	ssu_gg_taxonomy	ssu_length	ssu_query_id	ssu_silva_blast_align_len	ssu_silva_blast_bitscore	ssu_silva_blast_evalue	ssu_silva_blast_perc_identity	ssu_silva_blast_subject_id	ssu_silva_taxonomy	total_gap_length	trna_aa_count	trna_count	trna_selenocysteine_count
RS_GCF_020179425.1	0	100	1.02	Specific	99.93	2.09	569	o__Sphingomonadales (UID3310)	293	0	3928799	91.4184853957955	41	2841229	66.1120235070847	4297598	RS_GCF_020179425.1	t	d__Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	Novosphingobium percolationis	type strain of species	LPSN	f	3	3	994336	994336	5556	1	2771	NZ_JAILYM010000017.1	5556	1	110	NZ_JAILYM010000017.1	2776	4667	0	97.082	LLZS01000004.2424.5223	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium;Novosphingobium fuchskuhlense	104819	104819	t	f	f	581995	581995	Contig	ASM2017942v1	na	PRJNA224116	SAMN20599509	41	581995	China: Guangdong Province; Huizhou City	2021-09-29	GCA_020179425.1	none	full	na	landfill leachate	none	0	0	Novosphingobium percolationis	none	representative genome	3	none	none	none	none	none	2021/09/29	0	2871811	1	c1	Institute of Microbiology,Guangdong Academy of Sciences	2871811	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;s__Novosphingobium percolationis	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;s__Novosphingobium percolationis	0	4297598	11	54	assembly from type material	4297598	0	JAILYM000000000.1	3966	41	5556	1	none	none	none	none	none	none	1480	NZ_JAILYM010000017.1	1467	2634	0	99.046	AY212689.1.1469	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium;uncultured bacterium	0	19	54	0
RS_GCF_900110035.1	0	99.97	0.65	Specific	99.57	2.08	569	o__Sphingomonadales (UID3310)	293	0	3476482	90.34582372221	20	2576328	66.9528780354951	3847972	RS_GCF_900110035.1	t	d__Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas gellani	type strain of species	LPSN	f	4	4	846347	846347	369999	2	2773	NZ_FOCF01000004.1	369999	2	110	NZ_FOCF01000004.1	2773	5121	0	100	FOCF01000004.2677.5471	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas sp. S6-262	192398	192398	t	f	f	369999	369999	Contig	IMG-taxon 2654588200 annotated assembly	na	PRJNA224116	SAMN05192583	20	369999	none	2016-10-31	GCA_900110035.1	none	full	na	none	none	0	0	Sphingomonas gellani	3612	representative genome	7	none	none	none	none	none	2016/10/31	0	1166340	3	S6-262	DOE - JOINT GENOME INSTITUTE	1166340	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__Sphingomonas gellani	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__Sphingomonas gellani	0	3847972	11	49	assembly from type material	3847972	0	FOCF00000000.1	3672	20	369999	2	none	none	none	none	none	none	1485	NZ_FOCF01000004.1	1485	2743	0	100	FOCF01000004.291.1782	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas sp. S6-262	0	19	50	0
RS_GCF_036946485.1	0	99.98	1.92	Specific	99.06	0.41	569	o__Sphingomonadales (UID3310)	293	50	3836504	89.1945138165913	9	2900238	67.4273553116074	4301278	RS_GCF_036946485.1	t	d__Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas phyllosphaerae_E	not type material	none	f	2	2	1533255	1533255	1533255	3	2803	NZ_JAQIJA010000005.1	404646	3	110	NZ_JAQIJA010000002.1	2613	4745	0	99.464	ATYK01000003.336430.339209	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas phyllosphaerae FA2	477919	477919	t	f	f	1126372	1126372	Contig	ASM3694648v1	na	PRJNA224116	SAMN32653127	9	1126372	none	2024-03-01	GCA_036946485.1	derived from metagenome	full	bin8	none	none	0	0	Sphingomonas phyllosphaerae	none	na	9	none	none	none	none	none	2024/03/01	0	257003	3	bin8	UNESP-FCAV	257003	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__Sphingomonas phyllosphaerae	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__Sphingomonas phyllosphaerae	0	4301278	11	52	na	4301278	0	JAQIJA000000000.1	3955	9	404646	3	none	none	none	none	none	none	1484	NZ_JAQIJA010000002.1	1479	2667	0	99.189	AY453855.1.1481	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas phyllosphaerae	0	19	53	0
RS_GCF_035581365.1	0	99.99	1.05	Specific	98.11	0.76	569	o__Sphingomonadales (UID3310)	293	0	3055491	91.1221069652327	1	2138009	63.7605821095956	3353183	RS_GCF_035581365.1	t	d__Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	JAWKXU01	JAWKXU01 sp035581365	not type material	none	f	1	1	3353183	3353183	3353183	1	2760	NZ_CP141590.1	3353183	1	110	NZ_CP141590.1	2780	4143	0	93.741	BASZ01000029.2506.5301	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium;Novosphingobium tardaugens NBRC 16725	3353183	3353183	t	f	f	3353183	3353183	Complete Genome	ASM3558136v1	na	PRJNA224116	SAMN38932896	none	none	none	2024-01-11	GCA_035581365.1	none	full	na	none	none	1	0	Tsuneonella sp. CC-YZS046	none	na	3	1	1	3353183	3353183	3353183	2024/01/11	0	3042152	1	CC-YZS046	Nation Chung Hsing University	3042152	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;g__Tsuneonella;s__	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;g__Tsuneonella;x__unclassified Tsuneonella;s__Tsuneonella sp. CC-YZS046	0	3353183	11	47	na	3353183	0	na	3223	1	3353183	1	none	none	none	none	none	none	1485	NZ_CP141590.1	1477	2333	0	95.193	CP016591.2980516.2981992	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Tsuneonella;Altererythrobacter dongtanensis	0	19	48	0
RS_GCF_004341845.1	0	100	1.25	Specific	99.59	1.28	569	o__Sphingomonadales (UID3310)	293	0	5102845	88.0238553101232	29	3730284	64.3473484873314	5797116	RS_GCF_004341845.1	t	d__Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	Novosphingobium sp004341845	not type material	none	f	4	4	1219981	1219981	5108	1	2770	NZ_SLVB01000023.1	648776	1	110	NZ_SLVB01000003.1	2775	4697	0	97.261	AKFJ01000034.546.3341	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium;Novosphingobium sp. Rr 2-17	199900	207039	t	f	f	587279	587279	Scaffold	ASM434184v1	na	PRJNA224116	SAMN10361092	29	587279	none	2019-03-11	GCA_004341845.1	none	full	na	none	none	0	0	Novosphingobium sp. PhB165	none	na	3	28	4	587279	234668	133072	2019/03/11	1	2485105	1	PhB165	DOE Joint Genome Institute	2485105	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;s__	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;x__unclassified Novosphingobium;s__Novosphingobium sp. PhB165	10	5797116	11	56	na	5797106	0	SLVB00000000.1	5104	28	5108	1	none	none	none	none	none	none	1486	NZ_SLVB01000023.1	1486	2706	0	99.529	CP030353.1439119.1440613	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium;Novosphingobium sp. P6W	10	19	57	0
RS_GCF_001426195.1	100	100	0.7	Specific	99.2	0.34	569	o__Sphingomonadales (UID3310)	293	0	3529307	90.2271229970695	61	2529690	64.6734574448911	3911581	RS_GCF_001426195.1	t	d__Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas sp001426195	not type material	none	f	3	3	1100536	1100536	1100536	6	2811	NZ_LMRS01000001.1	1100536	1	110	NZ_LMRS01000001.1	2811	5192	0	100	LMRS01000001.2811.5660	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas sp. Leaf339	64124	64124	t	f	f	445732	445732	Contig	Leaf339	na	PRJNA224116	SAMN04151733	61	445732	Switzerland: Zurich	2015-11-02	GCA_001426195.1	none	full	na	leaf	47.4090306 N 8.47016944 E	0	0	Sphingomonas sp. Leaf339	3603	na	8	none	none	none	none	none	2015/11/02	0	1736343	2	Leaf339	Max Planck Institute for Plant Breeding Research	1736343	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;x__unclassified Sphingomonas;s__Sphingomonas sp. Leaf339	0	3911581	11	50	na	3911581	0	LMRS00000000.1	3662	61	1100536	2	1441	2645	0	99.792	222868	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__	1486	NZ_LMRS01000001.1	1486	2745	0	100	LMRS01000001.421.1915	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas sp. Leaf339	0	19	52	0
RS_GCF_001719165.1	0	100	0.85	Specific	99.25	0.94	569	o__Sphingomonadales (UID3310)	293	40	2932039	90.1790423863542	1	2119507	65.1884615420104	3251353	RS_GCF_001719165.1	t	d__Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Erythrobacter	Erythrobacter litoralis	type strain of species	LPSN	f	1	1	3251353	3251353	3251353	1	2767	NZ_CP017057.1	3251353	1	110	NZ_CP017057.1	2767	5110	0	100	CP017057.2716670.2719458	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Erythrobacter;Erythrobacter litoralis	3251353	3251353	t	f	f	3251353	3251353	Complete Genome	ASM171916v1	na	PRJNA224116	SAMN05601187	none	none	Netherlands: Texel Island: Coast of North Sea	2016-09-06	GCA_001719165.1	none	full	na	marine water; cyanobacterial mat	53.03 N 4.74000000 E	1	0	Erythrobacter litoralis	3052	representative genome	3	1	1	3251353	3251353	3251353	2016/09/06	0	39960	1	DSM 8509	The University of Chicago	39960	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;g__Erythrobacter;s__Erythrobacter litoralis	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;x__Erythrobacter/Porphyrobacter group;g__Erythrobacter;s__Erythrobacter litoralis	0	3251353	11	46	assembly from type material	3251353	0	na	3095	1	3251353	1	none	none	none	none	none	none	1482	NZ_CP017057.1	1482	2737	0	100	CP017057.2720087.2721575	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Erythrobacter;Erythrobacter litoralis	0	19	45	0
RS_GCF_001757355.1	0	99.95	1.03	Specific	99.15	1.39	569	o__Sphingomonadales (UID3310)	293	0	4461318	88.53277652217	202	3134728	62.2072162266373	5039171	RS_GCF_001757355.1	t	d__Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	Sphingobium phenoxybenzoativorans	type strain of species	LPSN	f	21	21	302899	302899	52650	1	2772	NZ_MINO01000024.1	52650	1	110	NZ_MINO01000024.1	2772	5120	0	100	MINO01000024.31585.34365	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium;Sphingobium phenoxybenzoativorans	24946	24946	t	f	f	61297	61297	Contig	ASM175735v1	na	PRJNA224116	SAMN05756205	202	61297	China: Jiangsu	2016-10-11	GCA_001757355.1	none	full	na	soil	none	0	0	Sphingobium phenoxybenzoativorans	4969	na	3	none	none	none	none	none	2016/10/11	0	1592790	1	SC_3	Jiangsu Academy of Agricultural Sciences	1592790	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingobium;s__Sphingobium phenoxybenzoativorans	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingobium;s__Sphingobium phenoxybenzoativorans	0	5039171	11	46	assembly from type material	5039171	0	MINO00000000.1	5051	202	52650	1	1446	2671	0	100	4330656	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingobium;s__	1486	NZ_MINO01000024.1	1447	2662	0	99.862	KP257600.1.1451	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium;Sphingobium phenoxybenzoativorans	0	19	46	0
RS_GCF_013409985.1	0	100	1.23	Specific	99.66	1.23	569	o__Sphingomonadales (UID3310)	293	0	3911384	88.5364178074052	14	2995539	67.8057415130749	4417825	RS_GCF_013409985.1	t	d__Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas melonis_A	not type material	none	f	2	2	1408695	1408695	5695	1	2799	NZ_JACCBY010000014.1	5695	1	110	NZ_JACCBY010000014.1	2800	5070	0	99.357	KF524527.10361.13183	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;uncultured organism	315558	315558	t	f	f	875293	875293	Contig	ASM1340998v1	na	PRJNA224116	SAMN14514924	14	875293	none	2020-07-13	GCA_013409985.1	none	full	na	none	none	0	0	Sphingomonas melonis	none	na	3	none	none	none	none	none	2020/07/13	0	152682	1	AS2.3	DOE Joint Genome Institute	152682	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__Sphingomonas melonis	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__Sphingomonas melonis	0	4417825	11	49	na	4417825	0	JACCBY000000000.1	4089	14	5695	1	none	none	none	none	none	none	1484	NZ_JACCBY010000014.1	1485	2686	0	99.327	CP023705.2380511.2382005	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas melonis	0	19	49	0
RS_GCF_019297835.1	0	100	0.77	Specific	99.59	1.54	569	o__Sphingomonadales (UID3310)	293	0	3904030	89.2786414383264	2	2888741	66.0606788234702	4372860	RS_GCF_019297835.1	t	d__Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas sanguinis_D	not type material	none	f	1	1	4275167	4275167	4275167	4	2769	NZ_CP079203.1	4275167	4	110	NZ_CP079203.1	2770	5020	0	99.386	BBPI01000114.2504.5295	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas parapaucimobilis NBRC 15100	2186430	2186430	t	f	f	4275167	4275167	Complete Genome	ASM1929783v1	na	PRJNA224116	SAMN20086722	none	none	South Korea: Jangseong-gun; Jeollanam-do	2021-07-21	GCA_019297835.1	none	full	na	morning glory	none	2	0	Sphingomonas sanguinis	none	na	12	2	1	4275167	4275167	4275167	2021/07/21	0	33051	4	NP2-R2	National Institute of Agricultural Sciences	33051	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__Sphingomonas sanguinis	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__Sphingomonas sanguinis	0	4372860	11	58	na	4372860	0	na	3926	2	4275167	4	none	none	none	none	none	none	1484	NZ_CP079203.1	1486	2671	0	99.125	CP013916.1604028.1605523	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas sp. LK11	0	19	58	0
GB_GCA_025056155.1	0	99.99	1.56	Specific	99.13	1.3	349	c__Alphaproteobacteria (UID3305)	230	0	2035345	92.4420643196872	9	1583240	71.9081894781974	2201752	GB_GCA_025056155.1	t	d__Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Thermaurantiacus	Thermaurantiacus sp025056155	not type material	none	f	3	3	562907	562907	112463	1	2764	JANWWL010000002.1	112463	1	108	JANWWL010000002.1	2778	3520	0	89.705	CP018221.3230055.3232858	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas sp. JJ-A5	244639	244639	t	f	f	335665	335665	Contig	ASM2505615v1	na	PRJNA761511	SAMN30304749	9	335665	Malaysia: Sungkai; Perak	2022-09-07	GCA_025056155.1	derived from metagenome	full	SKYG20	green biofilm from alkaline hot spring	3.9956 N 101.3933 E	0	0	Sphingomonadaceae bacterium	none	na	3	none	none	none	none	none	2022/09/07	0	1930536	1	SKYG20	Universiti Teknologi Malaysia	1930536	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__;s__	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;x__unclassified Sphingomonadaceae;s__Sphingomonadaceae bacterium	0	2201752	11	42	na	2201752	0	JANWWL000000000.1	2103	9	112463	1	none	none	none	none	none	none	1484	JANWWL010000002.1	1479	2386	0	95.808	AF407721.1.1489	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sandaracinobacter;uncultured bacterium	0	19	42	0
RS_GCF_009828065.1	0	99.95	0.01	Specific	99.61	0	569	o__Sphingomonadales (UID3310)	293	0	2756055	89.3460524647964	15	2065908	66.9728015425826	3084697	RS_GCF_009828065.1	t	d__Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Croceibacterium	Croceibacterium soli	type strain of species	LPSN	f	3	3	687885	687885	5681	1	2770	NZ_WTYK01000012.1	5681	1	110	NZ_WTYK01000012.1	2780	4591	0	96.583	LMHH01000002.261355.264157	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium;Altererythrobacter sp. Root672	205646	205646	t	f	f	394150	394150	Contig	ASM982806v1	na	PRJNA224116	SAMN13631587	15	394150	China: Tengger Desert	2020-01-02	GCA_009828065.1	none	full	na	desert sand [ENVO:00005800]	none	0	0	Croceibacterium soli	none	representative genome	3	none	none	none	none	none	2020/01/02	0	1739690	1	MCCC 1K02066	Zhejiang Sci-Tech University	1739690	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;g__Croceibacterium;s__Croceibacterium soli	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;g__Croceibacterium;s__Croceibacterium soli	0	3084697	11	46	assembly from type material	3084697	0	WTYK00000000.1	2850	15	5681	1	none	none	none	none	none	none	1486	NZ_WTYK01000012.1	1481	2628	0	98.717	JF979340.1.1485	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Croceibacterium;uncultured Altererythrobacter sp.	0	19	48	1
RS_GCF_014204495.1	0	100	0.21	Specific	99.66	0.9	569	o__Sphingomonadales (UID3310)	293	0	4503284	90.8312970024335	9	3314362	66.8520192288492	4957855	RS_GCF_014204495.1	t	d__Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas kyeonggiensis_A	not type material	none	f	2	2	1612604	1612604	5835	1	2769	NZ_JACHLN010000007.1	5835	1	110	NZ_JACHLN010000007.1	2770	4582	0	96.534	NFUR01000005.251444.254243	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas sp. IBVSS2	550862	619731	t	f	f	1467692	1467692	Scaffold	ASM1420449v1	na	PRJNA224116	SAMN14908287	9	1467692	USA: Texas	2020-08-14	GCA_014204495.1	none	full	na	none	none	0	0	Sphingomonas kyeonggiensis	none	na	3	8	2	1467692	1045127	561602	2020/08/14	1	1268553	1	S00224	DOE Joint Genome Institute	1268553	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__Sphingomonas kyeonggiensis	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__Sphingomonas kyeonggiensis	96	4957855	11	49	na	4957759	0	JACHLN000000000.1	4511	8	5835	1	none	none	none	none	none	none	1484	NZ_JACHLN010000007.1	1454	2686	0	100	MH686069.1.1458	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas sp.	96	19	50	0
RS_GCF_030066995.1	0	99.97	0.47	Specific	98.77	0.34	569	o__Sphingomonadales (UID3310)	293	0	3005328	90.9385192588578	9	2054869	62.1784857196719	3304791	RS_GCF_030066995.1	t	d__Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Erythrobacter	Erythrobacter sp030066995	not type material	none	f	2	2	1301794	1301794	322668	1	2765	NZ_JASJAP010000004.1	322668	1	110	NZ_JASJAP010000004.1	2772	4602	0	96.717	CP015963.1139143.1141931	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Erythrobacter;Altererythrobacter ishigakiensis	367199	367199	t	f	f	476043	476043	Contig	ASM3006699v1	na	PRJNA224116	SAMN33830731	9	476043	French Polynesia: Moorea	2023-05-23	GCA_030066995.1	derived from metagenome	full	MO_005.B18	marine sediment	17.4808 S 149.8014 W	0	0	Erythrobacter sp.	none	na	3	none	none	none	none	none	2023/05/23	0	1042	1	MO_005.B18	Scripps Institution of Oceanography	1042	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;g__Erythrobacter;s__	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;x__Erythrobacter/Porphyrobacter group;g__Erythrobacter;x__unclassified Erythrobacter;s__Erythrobacter sp.	0	3304791	11	45	na	3304791	0	JASJAP000000000.1	3119	9	322668	1	none	none	none	none	none	none	1483	NZ_JASJAP010000004.1	1484	2662	0	99.057	LMAF01000002.454996.456488	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Qipengyuania;Erythrobacter sp. YT30	0	19	45	0
