Bin_id,Contig_num,Genome_size (bp),N50 (bp),GC (%),Completeness (%),Contamination (%),Group,Estimated_genome_size (bp),Gene_number,Gene_length (bp),Average_gene_length (bp),Gene_GC (%),Coding_density (%),WD40,BGC,ARG,Cas,MGE,GTDB_taxonomy (v207)
OceanDNA-a1,83,536854,10029,32.97,69.78,0,OMD_OceanDNA,769352,629,450604,716.38,33.14,83.93,0,0,0,0,0,d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__GW2011-AR5;f__GCA-2688965;g__GCA-2688965;s__GCA-2688965 sp002688965
OceanDNA-b36649,536,3500301,7766,46.48,84.94,2.15,OceanDNA,4032310,2975,2665256,895.88,47.12,76.14,2,4,1,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Cellvibrionaceae;g__;s__
OceanDNA-b36650,610,1730822,2902,42.58,56.99,0.23,OceanDNA,3030077,1502,1162145,773.73,43.19,67.14,1,4,2,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Cellvibrionaceae;g__;s__
OceanDNA-b36655,326,1485704,6641,44.2,78.67,1.99,OceanDNA,1850945,1419,1160585,817.89,44.87,78.12,0,1,1,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Cellvibrionaceae;g__;s__
OceanDNA-b36657,512,1762699,3787,44.67,77.24,3.21,OceanDNA,2208851,1515,1290378,851.73,45.22,73.2,1,1,1,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Cellvibrionaceae;g__;s__
OceanDNA-b36658,399,3609782,10800,46.32,91.11,2.35,OceanDNA,3868897,3152,2988323,948.07,46.8,82.78,1,6,2,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Cellvibrionaceae;g__;s__
OceanDNA-b36663,69,4270130,81167,47.85,93.53,0.29,our_OceanDNA,4552279,3703,3819569,1031.48,48.46,89.45,0,8,2,1,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Cellvibrionaceae;g__Cellvibrio;s__
OceanDNA-b36668,586,3156467,6512,48.61,61.21,0,OceanDNA,5156783,2836,2485462,876.4,49.28,78.74,0,4,1,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Cellvibrionaceae;g__Cellvibrio;s__
OceanDNA-b36669,448,2535450,7224,43.6,87.78,2.49,OceanDNA,2816493,2426,2047401,843.94,44.18,80.75,0,3,2,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Cellvibrionaceae;g__Endobugula;s__
OceanDNA-b36678,938,4037426,5176,46.35,86.17,2.72,our_OceanDNA,4557976,3324,2938729,884.09,46.73,72.79,0,8,3,0,1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Cellvibrionaceae;g__Marinagarivorans;s__
OceanDNA-b36680,919,3918295,5024,46.58,61.87,0,OceanDNA,6333110,3236,2826213,873.37,47.09,72.13,0,8,2,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Cellvibrionaceae;g__Marinagarivorans;s__
OceanDNA-b36690,89,4537313,94654,45.79,97.41,0.43,our_OceanDNA,4637925,3826,3919096,1024.33,46.5,86.37,1,4,2,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Cellvibrionaceae;g__Saccharophagus;s__Saccharophagus degradans
OceanDNA-b36702,221,2718752,21082,47.56,95.27,0.71,OMD_OceanDNA,2833472,2403,2173538,904.51,48.73,79.95,0,5,2,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Cellvibrionaceae;g__UBA1124;s__UBA1124 sp002313265
OceanDNA-b36703,676,3795227,6982,47.26,86.96,4.95,OceanDNA,4148302,3414,3025589,886.23,47.93,79.72,1,1,3,1,2,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Endozoicomonadaceae;g__Endozoicomonas;s__
OceanDNA-b36717,1210,4432915,4064,59.77,76.21,1.72,OceanDNA,5716663,4789,3603754,752.51,60.07,81.3,0,0,1,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__;s__
OceanDNA-b36719,227,4572616,27502,59.81,85.3,2.9,our_OMD_OceanDNA,5205170,4457,3858554,865.73,60.18,84.38,0,2,2,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__;s__
OceanDNA-b36725,276,2631851,13113,49.84,82.4,2.67,OMD_OceanDNA,3108714,2750,2240342,814.67,50.24,85.12,0,1,2,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__;s__
OceanDNA-b36727,168,4326070,46901,48.36,92.69,2.78,OceanDNA,4537496,4177,3763956,901.11,49.05,87.01,0,2,2,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__GCA-002726655;s__
OceanDNA-b36728,1477,2726738,1919,63.85,67.71,1.72,OceanDNA,3957817,3056,1963563,642.53,64.13,72.01,1,3,0,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__SYFY01;s__
OceanDNA-b36729,114,4026802,59291,56.59,88.98,1.81,our_OceanDNA,4443602,3923,3647964,929.89,56.94,90.59,0,1,2,0,1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__;s__
OceanDNA-b36730,1516,3728692,2805,70.55,58.62,0,OceanDNA,6360785,3595,2786301,775.05,70.34,74.73,0,2,3,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__;s__
OceanDNA-b36732,1234,3919517,4012,67.42,77.34,5.31,OceanDNA,4798798,3992,3112483,779.68,67.48,79.41,1,2,1,0,2,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__;s__
OceanDNA-b36737,347,3951311,17870,50.08,89.06,3.43,our_OMD_OceanDNA,4284506,3604,3396934,942.55,50.55,85.97,0,1,2,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__GCA-002726655;s__GCA-002726655 sp002726655
OceanDNA-b36739,573,2169138,4110,46.08,53.07,0,OceanDNA,4087315,2023,1669309,825.17,46.64,76.96,0,0,0,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA4421;s__
OceanDNA-b36740,993,2090814,2294,45.76,60.01,1.43,OceanDNA,3434287,1875,1338009,713.6,46.18,63.99,0,0,2,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA4421;s__
OceanDNA-b36741,269,2898348,14393,46.22,72.64,2.06,OceanDNA,3907822,2735,2540090,928.73,46.63,87.64,0,1,1,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA4421;s__
OceanDNA-b36755,912,4829178,6630,63.25,80.53,4.24,OMD_OceanDNA,5742482,5042,4034825,800.24,63.31,83.55,1,2,1,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__GCA-002728675;s__
OceanDNA-b36757,769,3606625,5737,58.06,76.47,2.4,OceanDNA,4603199,3609,2861429,792.86,58.33,79.34,2,0,0,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__GCA-002728675;s__GCA-002728675 sp002714125
OceanDNA-b36767,928,3157571,3677,49.24,71.27,1.06,OceanDNA,4383472,2894,2248688,777.02,49.69,71.22,0,0,0,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA9926;s__
OceanDNA-b36817,327,2982080,11917,50.34,50,0,OceanDNA,5964160,2821,2542081,901.13,50.73,85.25,0,1,2,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA4582;s__
OceanDNA-b36819,188,4210710,37095,48.85,89.44,6.06,our_OMD_OceanDNA,4422564,3865,3647660,943.77,49.38,86.63,0,0,2,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA4582;s__UBA4582 sp002725285
OceanDNA-b36821,211,2346256,18918,53.54,74.41,1.79,OceanDNA,3096705,2262,2081100,920.03,53.68,88.7,0,0,0,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA11889;s__
OceanDNA-b36823,705,2118577,3093,53.57,62.49,2.19,OMD_OceanDNA,3316019,2088,1603261,767.85,53.75,75.68,0,0,1,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA11889;s__
OceanDNA-b36832,388,1955510,6321,53.25,75.36,0.51,our_OceanDNA,2581657,1957,1594844,814.94,53.37,81.56,0,0,0,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA11889;s__
OceanDNA-b36868,219,1123897,6184,43.23,65.26,1.89,OceanDNA,1689634,1122,931847,830.52,43.56,82.91,0,1,2,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA2965;s__
OceanDNA-b36871,1318,2818474,2314,61.66,71.64,4.06,OceanDNA,3774489,3124,2018230,646.04,61.77,71.61,0,1,2,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA2965;s__
OceanDNA-b36878,117,1078582,13450,43.33,64.9,1.07,OMD_OceanDNA,1644131,1067,948716,889.14,43.67,87.96,0,1,1,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA2965;s__UBA2965 sp002707325
OceanDNA-b36880,397,3756591,11571,55.02,81.59,2.53,OceanDNA,4487743,3864,3177275,822.28,55.33,84.58,0,2,2,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA4421;s__
OceanDNA-b36882,703,3840695,6825,52.82,82.44,2.85,OMD_OceanDNA,4526001,3694,3159771,855.38,53.15,82.27,0,1,1,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA4421;s__
OceanDNA-b36885,869,2118059,2829,51.51,63.4,0.86,OceanDNA,3312056,1991,1467902,737.27,52.02,69.3,0,2,0,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA4421;s__
OceanDNA-b36886,423,4290395,12995,54.29,76.03,0,OceanDNA,5643029,4156,3787330,911.29,54.58,88.27,1,2,1,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA4421;s__
OceanDNA-b36889,257,5029391,37249,55.03,91.85,4.8,OceanDNA,5212826,4762,4532782,951.87,55.4,90.13,0,1,1,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA4421;s__
OceanDNA-b36890,660,4259540,8130,53.15,85.44,5.94,OceanDNA,4689283,4289,3678637,857.69,53.39,86.36,1,5,2,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA4421;s__
OceanDNA-b36891,1074,3818814,3929,55.14,73.26,3.82,OceanDNA,5013562,4125,3069992,744.24,55.47,80.39,0,2,1,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA4421;s__
OceanDNA-b36894,225,4905244,33728,51.41,91.97,5.09,OceanDNA,5062050,4884,4502948,921.98,51.69,91.8,1,3,1,1,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA4421;s__
OceanDNA-b36896,862,3999961,5569,51.57,75.46,4.45,OceanDNA,5064886,3970,3240928,816.35,51.82,81.02,1,3,2,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA4421;s__
OceanDNA-b36897,743,4060045,6237,50.81,80.43,4.58,OceanDNA,4816729,3939,3384610,859.26,51.04,83.36,1,1,2,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA4421;s__
OceanDNA-b36898,324,4214154,17209,53.95,88.21,3.14,OceanDNA,4627400,4094,3781142,923.58,54.24,89.72,1,1,2,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA4421;s__
OceanDNA-b36911,1163,3633359,3558,63.52,55.17,0,OceanDNA,6585751,3732,2929251,784.9,63.67,80.62,1,1,3,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA4421;s__
OceanDNA-b36913,1067,3097020,3017,57.74,67.66,1.35,OceanDNA,4515534,3647,2501502,685.91,58.03,80.77,1,2,0,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA4421;s__
OceanDNA-b36947,603,2338987,4354,55.52,74.54,0.85,OceanDNA,3111223,2401,1892137,788.06,55.83,80.9,0,3,0,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA4421;s__
OceanDNA-b36948,490,2634986,6637,54.6,83.16,4.12,our_OceanDNA,3038029,2565,2193045,854.99,54.93,83.23,0,2,1,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA4421;s__
OceanDNA-b36951,475,2212658,5469,56.41,77.8,2.18,OceanDNA,2782033,2206,1775309,804.76,56.71,80.23,0,2,1,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA4421;s__
OceanDNA-b36952,923,2052318,2470,52.48,66.72,1.43,OceanDNA,3032029,1946,1346025,691.69,52.75,65.59,0,1,1,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA4421;s__
OceanDNA-b36995,291,3007550,17254,49.42,91.79,1.28,our_OMD_OceanDNA,3234615,2759,2482100,899.64,50.12,82.53,0,2,1,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA4421;s__UBA4421 sp009886205
OceanDNA-b37023,90,3004453,58708,48.42,90.43,1.71,our_OceanDNA,3265594,2811,2560170,910.77,49.11,85.21,0,1,1,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA4421;s__
OceanDNA-b37033,252,2632115,14676,53.39,87.96,1.9,our_OMD_OceanDNA,2935544,2494,2288549,917.62,53.62,86.95,0,2,2,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA4421;s__UBA4421 sp002170355
OceanDNA-b37042,396,2876347,9927,52.88,89.07,1.62,NCBI_OMD_OceanDNA,3176996,2724,2445022,897.59,53.18,85,0,2,1,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA4421;s__UBA4421 sp902565895
OceanDNA-b37046,905,1752576,2055,46.65,66,2.98,OceanDNA,2576287,1608,1131431,703.63,46.97,64.56,0,0,1,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA4421;s__
OceanDNA-b37049,325,4401959,20272,52.4,90.26,2.27,OceanDNA,4766269,4157,3766820,906.14,52.65,85.57,0,1,2,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA4421;s__
OceanDNA-b37054,145,5943176,71861,56.83,92.78,4.68,OceanDNA,6105880,5592,5462165,976.78,57.18,91.91,2,3,2,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA4421;s__
OceanDNA-b37058,301,2791133,13782,47.6,84.61,1.65,OMD_OceanDNA,3244391,2494,2304751,924.12,48.33,82.57,0,1,1,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA4421;s__UBA4421 sp002336645
OceanDNA-b37076,36,3482527,147346,51.64,91.73,1.11,our_OceanDNA,3754356,3241,3204855,988.85,51.9,92.03,0,1,1,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA4421;s__UBA4421 sp002389675
OceanDNA-b37083,86,3047307,72603,47.97,92.78,1.49,our_OceanDNA,3235506,2815,2689126,955.28,48.5,88.25,0,3,1,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA4421;s__UBA4421 sp002390555
OceanDNA-b37118,845,2461864,3488,52.71,80.12,2.24,OceanDNA,3003892,2332,1778732,762.75,53.06,72.25,0,1,1,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA4421;s__UBA4421 sp002684495
OceanDNA-b37151,456,2714395,7696,52.35,86.48,3.17,our_OMD_OceanDNA,3039256,2576,2232894,866.81,52.65,82.26,0,1,1,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA4421;s__UBA4421 sp002704325
OceanDNA-b37191,1145,3049736,3201,53.02,81.09,3.42,OceanDNA,3632304,2960,2286573,772.49,53.55,74.98,0,0,0,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA4582;s__
OceanDNA-b37194,396,3478015,12595,52.76,89.25,3.98,our_OMD_OceanDNA,3741838,3136,2916535,930.02,53.22,83.86,0,1,0,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA4582;s__UBA4582 sp002386885
OceanDNA-b37225,385,3405686,17717,52.73,88.64,3.27,our_OMD_OceanDNA,3716516,3236,2837496,876.85,53.19,83.32,1,0,1,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA7451;s__
OceanDNA-b37238,107,3824364,105838,55.19,91.37,3.33,our_OMD_OceanDNA,4046200,3942,3402923,863.25,55.5,88.98,1,0,1,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA7451;s__UBA7451 sp002457275
OceanDNA-b37246,481,2928980,9126,48.64,85.08,3.23,OMD_OceanDNA,3331422,2744,2341056,853.15,49.2,79.93,0,1,2,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA7455;s__
OceanDNA-b37255,83,2327601,49912,43.2,87.92,1.8,our_OceanDNA,2599755,2204,2081805,944.56,43.7,89.44,0,2,2,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA7455;s__UBA7455 sp002690865
OceanDNA-b37260,489,3138075,8654,48.78,84.17,3.32,OMD_OceanDNA,3604480,2914,2580855,885.67,49.31,82.24,0,1,3,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA7455;s__UBA7455 sp002712135
OceanDNA-b37264,97,3725484,78511,50.81,89.81,2.35,our_OMD_OceanDNA,4050702,3738,3404406,910.76,51.18,91.38,0,2,4,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA7455;s__UBA7455 sp003452295
OceanDNA-b37268,509,3824611,9921,53.63,81.71,2.42,our_OMD_OceanDNA,4567440,3783,3280745,867.23,53.94,85.78,1,2,2,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA9659;s__
OceanDNA-b37269,739,3292068,5293,56.38,70.17,2.59,OceanDNA,4570049,3418,2781887,813.89,56.7,84.5,0,1,1,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA9659;s__
OceanDNA-b37270,486,1741544,3868,43.95,63.91,2.19,OMD_OceanDNA,2665317,1627,1333922,819.87,44.39,76.59,0,0,0,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA9659;s__
OceanDNA-b37297,765,2472833,3407,49.92,65.05,2.88,OceanDNA,3691953,2400,1802584,751.08,50.37,72.9,0,0,1,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA9659;s__
OceanDNA-b37298,1200,2813959,2638,50.33,67.87,3.47,OceanDNA,4002232,2673,1864563,697.55,50.7,66.26,0,0,0,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA9659;s__
OceanDNA-b37342,162,3975952,41776,50.53,89.85,3.46,our_OMD_OceanDNA,4271991,3777,3486429,923.07,51.06,87.69,0,1,3,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA9659;s__UBA9659 sp018665025
OceanDNA-b37345,1151,4004415,4361,50.58,79.21,3.45,our_OceanDNA,4881029,3787,3004146,793.28,51,75.02,0,0,2,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA9659;s__UBA9659 sp018645845
OceanDNA-b37349,640,2418561,4239,48.94,72.86,4.15,OMD_OceanDNA,3181706,2222,1794815,807.75,49.49,74.21,0,0,0,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA9659;s__
OceanDNA-b37351,247,3745005,27325,50.48,92.65,2.59,our_OceanDNA,3937409,3812,3280419,860.55,50.88,87.59,0,4,0,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA9659;s__
OceanDNA-b37354,798,2916423,4017,51.75,75.46,4.51,OceanDNA,3690554,2973,2243465,754.61,52.01,76.93,0,1,1,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA9659;s__UBA9659 sp018656865
OceanDNA-b37356,187,3413404,31448,54.65,92.28,2.59,OceanDNA,3603161,3585,3137658,875.22,54.96,91.92,0,1,2,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA9659;s__
OceanDNA-b37358,561,1928356,3529,44.52,63.38,1.91,OceanDNA,2984418,1737,1399847,805.9,45.1,72.59,0,0,0,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA9659;s__
OceanDNA-b37360,92,3455969,49599,47.55,86.79,1.3,NCBI_OMD_OceanDNA,3930224,3228,3114112,964.72,48.09,90.11,0,1,1,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA9659;s__UBA9659 sp002694945
OceanDNA-b37370,454,1665790,3939,43.55,68.16,2.24,OMD_OceanDNA,2389196,1570,1264273,805.27,44.08,75.9,0,0,0,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA9659;s__UBA9659 sp002711495
OceanDNA-b37395,211,3691215,40439,51.95,92.96,2.5,our_OMD_OceanDNA,3871487,3303,3156446,955.63,52.34,85.51,0,0,1,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA9926;s__
OceanDNA-b37405,462,3394105,9425,53.47,88.53,3.63,OceanDNA,3694679,3033,2727491,899.27,53.77,80.36,0,0,1,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA9926;s__
OceanDNA-b37412,966,2195363,2536,52.65,65.54,1.73,OceanDNA,3291705,1985,1446611,728.77,52.91,65.89,1,0,1,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA9926;s__
OceanDNA-b37440,532,2472151,5641,52.75,81.19,2.74,our_OMD_OceanDNA,2961466,2263,1893669,836.8,53.02,76.6,0,0,1,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA9926;s__UBA9926 sp018645765
OceanDNA-b37442,345,3235653,13293,52.2,89.75,3.09,our_OceanDNA,3493784,2894,2677080,925.04,52.55,82.74,0,0,1,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA9926;s__UBA9926 sp018647445
OceanDNA-b37449,245,3311039,30047,51.58,90.23,3.09,our_OMD_OceanDNA,3556165,2992,2823761,943.77,51.77,85.28,1,0,2,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA9926;s__UBA9926 sp002689445
OceanDNA-b37471,415,3565732,15091,53.22,93.02,2.82,our_OMD_OceanDNA,3725197,3205,2969541,926.53,53.53,83.28,0,0,1,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA9926;s__UBA9926 sp003451575
OceanDNA-b37508,1528,4951198,4008,52.97,82.52,4.23,OceanDNA,5746198,4711,3637167,772.06,53.25,73.46,0,2,1,0,3,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Halioglobus;s__Halioglobus sp018657645
OceanDNA-b37510,240,3260908,22412,57.42,96.86,1.96,our_OceanDNA,3300634,3091,2884197,933.1,57.73,88.45,0,2,2,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Halioglobus_A;s__Halioglobus_A pacificus
OceanDNA-b37522,806,2966879,4049,55.18,65.75,1.99,OMD_OceanDNA,4422567,2930,2308472,787.87,55.55,77.81,0,2,1,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__;s__
OceanDNA-b37523,322,1657866,6524,41.61,68.91,2.12,OceanDNA,2354839,1504,1350581,897.99,42.22,81.47,0,0,0,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__CABYJX01;s__
